participant_id,scenario_id,difficulty,cognitive_trigger,participant_action,correct_response,is_correct,response_time_seconds,timestamp,metric_overall_accuracy,metric_total_scenarios,metric_correct_responses,metric_incorrect_responses,metric_average_response_time
P086,PS004,easy,urgency_bias,report_phishing,report_phishing,True,75.46219274932753,2025-10-02T18:54:17.880684,0.2222222222222222,9,2,7,49.43677203691075
P086,PS002,medium,authority_bias,open_email,report_phishing,False,36.75984645023932,2025-10-02T18:54:17.880692,0.2222222222222222,9,2,7,49.43677203691075
P086,PS003,hard,authority_bias,verify_with_sender,report_phishing,False,10.792779243179709,2025-10-02T18:54:17.880707,0.2222222222222222,9,2,7,49.43677203691075
P086,PS010,easy,none,verify_with_sender,safe_to_open,False,28.56864338811204,2025-10-02T18:54:17.880715,0.2222222222222222,9,2,7,49.43677203691075
P086,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,60.07687931089279,2025-10-02T18:54:17.880723,0.2222222222222222,9,2,7,49.43677203691075
P087,PS003,hard,authority_bias,verify_with_sender,report_phishing,False,46.207454921023405,2025-10-02T18:54:17.880846,0.0,9,0,9,44.24548166300082
P087,PS007,medium,curiosity_bias,open_email,report_phishing,False,41.85302589023896,2025-10-02T18:54:17.880854,0.0,9,0,9,44.24548166300082
P087,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,33.558597459262735,2025-10-02T18:54:17.880862,0.0,9,0,9,44.24548166300082
P087,PS009,medium,none,download_attachment,safe_to_open,False,43.18748696854377,2025-10-02T18:54:17.880870,0.0,9,0,9,44.24548166300082
P087,PS004,easy,urgency_bias,download_attachment,report_phishing,False,49.66807117254673,2025-10-02T18:54:17.880877,0.0,9,0,9,44.24548166300082
P087,PS002,medium,authority_bias,click_link,report_phishing,False,33.51583304486164,2025-10-02T18:54:17.880885,0.0,9,0,9,44.24548166300082
P087,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,51.0391971047567,2025-10-02T18:54:17.880893,0.0,9,0,9,44.24548166300082
P087,PS006,easy,curiosity_bias,safe_to_open,report_phishing,False,64.77773551249561,2025-10-02T18:54:17.880900,0.0,9,0,9,44.24548166300082
P087,PS001,easy,authority_bias,safe_to_open,report_phishing,False,34.401932893277774,2025-10-02T18:54:17.880908,0.0,9,0,9,44.24548166300082
P088,PS010,easy,none,safe_to_open,safe_to_open,True,37.75307938147627,2025-10-02T18:54:17.881025,0.2222222222222222,9,2,7,45.81306317956049
P088,PS005,medium,urgency_bias,click_link,report_phishing,False,54.760944593622305,2025-10-02T18:54:17.881034,0.2222222222222222,9,2,7,45.81306317956049
P088,PS002,medium,authority_bias,download_attachment,report_phishing,False,61.16894050796577,2025-10-02T18:54:17.881042,0.2222222222222222,9,2,7,45.81306317956049
P088,PS007,medium,curiosity_bias,click_link,report_phishing,False,27.5883230515006,2025-10-02T18:54:17.881050,0.2222222222222222,9,2,7,45.81306317956049
P088,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,32.80148200506923,2025-10-02T18:54:17.881057,0.2222222222222222,9,2,7,45.81306317956049
P088,PS003,hard,authority_bias,report_phishing,report_phishing,True,39.36814924426838,2025-10-02T18:54:17.881065,0.2222222222222222,9,2,7,45.81306317956049
P088,PS009,medium,none,delete,safe_to_open,False,60.73462254837106,2025-10-02T18:54:17.881073,0.2222222222222222,9,2,7,45.81306317956049
P088,PS006,easy,curiosity_bias,open_email,report_phishing,False,40.2136052244622,2025-10-02T18:54:17.881081,0.2222222222222222,9,2,7,45.81306317956049
P088,PS004,easy,urgency_bias,delete,report_phishing,False,57.9284220593086,2025-10-02T18:54:17.881089,0.2222222222222222,9,2,7,45.81306317956049
P089,PS010,easy,none,verify_with_sender,safe_to_open,False,61.608320899672925,2025-10-02T18:54:17.881208,0.1111111111111111,9,1,8,46.68716351116328
P089,PS007,medium,curiosity_bias,click_link,report_phishing,False,28.26657573282197,2025-10-02T18:54:17.881217,0.1111111111111111,9,1,8,46.68716351116328
P089,PS009,medium,none,delete,safe_to_open,False,22.499955128444356,2025-10-02T18:54:17.881225,0.1111111111111111,9,1,8,46.68716351116328
P089,PS004,easy,urgency_bias,report_phishing,report_phishing,True,35.37272910339353,2025-10-02T18:54:17.881232,0.1111111111111111,9,1,8,46.68716351116328
P089,PS003,hard,authority_bias,click_link,report_phishing,False,51.059208807470526,2025-10-02T18:54:17.881240,0.1111111111111111,9,1,8,46.68716351116328
P089,PS002,medium,authority_bias,verify_with_sender,report_phishing,False,56.53053405345883,2025-10-02T18:54:17.881247,0.1111111111111111,9,1,8,46.68716351116328
P089,PS008,hard,familiarity_bias,click_link,verify_with_sender,False,62.85085741749037,2025-10-02T18:54:17.881254,0.1111111111111111,9,1,8,46.68716351116328
P089,PS005,medium,urgency_bias,open_email,report_phishing,False,61.10626131641376,2025-10-02T18:54:17.881262,0.1111111111111111,9,1,8,46.68716351116328
P089,PS001,easy,authority_bias,verify_with_sender,report_phishing,False,40.89002914130323,2025-10-02T18:54:17.881269,0.1111111111111111,9,1,8,46.68716351116328
P090,PS004,easy,urgency_bias,download_attachment,report_phishing,False,65.3616542836183,2025-10-02T18:54:17.881386,0.2222222222222222,9,2,7,40.22428985979099
P090,PS009,medium,none,download_attachment,safe_to_open,False,33.91454008735231,2025-10-02T18:54:17.881394,0.2222222222222222,9,2,7,40.22428985979099
P090,PS007,medium,curiosity_bias,click_link,report_phishing,False,21.87727139923061,2025-10-02T18:54:17.881402,0.2222222222222222,9,2,7,40.22428985979099
P090,PS010,easy,none,verify_with_sender,safe_to_open,False,18.5883744532866,2025-10-02T18:54:17.881409,0.2222222222222222,9,2,7,40.22428985979099
P090,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,26.468832706321496,2025-10-02T18:54:17.881417,0.2222222222222222,9,2,7,40.22428985979099
P090,PS002,medium,authority_bias,report_phishing,report_phishing,True,70.08103708533082,2025-10-02T18:54:17.881424,0.2222222222222222,9,2,7,40.22428985979099
P090,PS005,medium,urgency_bias,delete,report_phishing,False,44.07735355688082,2025-10-02T18:54:17.881432,0.2222222222222222,9,2,7,40.22428985979099
P090,PS006,easy,curiosity_bias,open_email,report_phishing,False,34.82078522450225,2025-10-02T18:54:17.881440,0.2222222222222222,9,2,7,40.22428985979099
P090,PS003,hard,authority_bias,delete,report_phishing,False,46.828759941595706,2025-10-02T18:54:17.881447,0.2222222222222222,9,2,7,40.22428985979099
P091,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,40.03544110297382,2025-10-02T18:54:17.881565,0.0,9,0,9,41.58731744475665
P091,PS007,medium,curiosity_bias,open_email,report_phishing,False,53.70571266566274,2025-10-02T18:54:17.881573,0.0,9,0,9,41.58731744475665
P091,PS008,hard,familiarity_bias,click_link,verify_with_sender,False,43.35633964168273,2025-10-02T18:54:17.881581,0.0,9,0,9,41.58731744475665
P091,PS001,easy,authority_bias,delete,report_phishing,False,46.21229908687461,2025-10-02T18:54:17.881589,0.0,9,0,9,41.58731744475665
P091,PS002,medium,authority_bias,click_link,report_phishing,False,35.811331809277334,2025-10-02T18:54:17.881597,0.0,9,0,9,41.58731744475665
P091,PS006,easy,curiosity_bias,click_link,report_phishing,False,21.719726953037803,2025-10-02T18:54:17.881607,0.0,9,0,9,41.58731744475665
P091,PS003,hard,authority_bias,click_link,report_phishing,False,28.760676924516677,2025-10-02T18:54:17.881615,0.0,9,0,9,41.58731744475665
P091,PS004,easy,urgency_bias,download_attachment,report_phishing,False,72.90413040418049,2025-10-02T18:54:17.881622,0.0,9,0,9,41.58731744475665
P091,PS009,medium,none,report_phishing,safe_to_open,False,31.780198414603632,2025-10-02T18:54:17.881630,0.0,9,0,9,41.58731744475665
P092,PS009,medium,none,safe_to_open,safe_to_open,True,50.98157560462168,2025-10-02T18:54:17.881754,0.2222222222222222,9,2,7,44.65158101064073
P092,PS005,medium,urgency_bias,safe_to_open,report_phishing,False,84.06377054299352,2025-10-02T18:54:17.881762,0.2222222222222222,9,2,7,44.65158101064073
P092,PS004,easy,urgency_bias,report_phishing,report_phishing,True,43.25700912182172,2025-10-02T18:54:17.881769,0.2222222222222222,9,2,7,44.65158101064073
P092,PS003,hard,authority_bias,download_attachment,report_phishing,False,19.943035901460117,2025-10-02T18:54:17.881775,0.2222222222222222,9,2,7,44.65158101064073
P092,PS008,hard,familiarity_bias,safe_to_open,verify_with_sender,False,37.62373865128285,2025-10-02T18:54:17.881782,0.2222222222222222,9,2,7,44.65158101064073
P092,PS002,medium,authority_bias,click_link,report_phishing,False,34.0102498981601,2025-10-02T18:54:17.881790,0.2222222222222222,9,2,7,44.65158101064073
P092,PS010,easy,none,report_phishing,safe_to_open,False,36.9917469781734,2025-10-02T18:54:17.881797,0.2222222222222222,9,2,7,44.65158101064073
P092,PS001,easy,authority_bias,download_attachment,report_phishing,False,45.2504460272872,2025-10-02T18:54:17.881804,0.2222222222222222,9,2,7,44.65158101064073
P092,PS007,medium,curiosity_bias,download_attachment,report_phishing,False,49.74265636996604,2025-10-02T18:54:17.881811,0.2222222222222222,9,2,7,44.65158101064073
P093,PS002,medium,authority_bias,open_email,report_phishing,False,37.24664874632263,2025-10-02T18:54:17.881938,0.2222222222222222,9,2,7,36.36642348426451
P093,PS005,medium,urgency_bias,click_link,report_phishing,False,59.282815517756454,2025-10-02T18:54:17.881946,0.2222222222222222,9,2,7,36.36642348426451
P093,PS009,medium,none,open_email,safe_to_open,False,14.898924085330489,2025-10-02T18:54:17.881953,0.2222222222222222,9,2,7,36.36642348426451
P093,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,19.762196114641,2025-10-02T18:54:17.881961,0.2222222222222222,9,2,7,36.36642348426451
P093,PS007,medium,curiosity_bias,open_email,report_phishing,False,35.91911674371855,2025-10-02T18:54:17.881967,0.2222222222222222,9,2,7,36.36642348426451
P093,PS010,easy,none,report_phishing,safe_to_open,False,17.068615100933815,2025-10-02T18:54:17.881974,0.2222222222222222,9,2,7,36.36642348426451
P093,PS003,hard,authority_bias,report_phishing,report_phishing,True,39.27763848241154,2025-10-02T18:54:17.881981,0.2222222222222222,9,2,7,36.36642348426451
P093,PS004,easy,urgency_bias,report_phishing,report_phishing,True,69.27714060907198,2025-10-02T18:54:17.881989,0.2222222222222222,9,2,7,36.36642348426451
P093,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,34.56471595819421,2025-10-02T18:54:17.881996,0.2222222222222222,9,2,7,36.36642348426451
P094,PS006,easy,curiosity_bias,open_email,report_phishing,False,47.20095048459588,2025-10-02T18:54:17.882113,0.2222222222222222,9,2,7,37.60367989611091
P094,PS005,medium,urgency_bias,download_attachment,report_phishing,False,33.67826974940279,2025-10-02T18:54:17.882123,0.2222222222222222,9,2,7,37.60367989611091
P094,PS002,medium,authority_bias,verify_with_sender,report_phishing,False,42.77273476574582,2025-10-02T18:54:17.882130,0.2222222222222222,9,2,7,37.60367989611091
P094,PS007,medium,curiosity_bias,delete,report_phishing,False,42.339623979683424,2025-10-02T18:54:17.882138,0.2222222222222222,9,2,7,37.60367989611091
P094,PS003,hard,authority_bias,open_email,report_phishing,False,47.36347684490027,2025-10-02T18:54:17.882145,0.2222222222222222,9,2,7,37.60367989611091
P094,PS010,easy,none,click_link,safe_to_open,False,36.1736051554845,2025-10-02T18:54:17.882153,0.2222222222222222,9,2,7,37.60367989611091
P094,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,42.9492757802022,2025-10-02T18:54:17.882159,0.2222222222222222,9,2,7,37.60367989611091
P094,PS009,medium,none,safe_to_open,safe_to_open,True,19.203989382876117,2025-10-02T18:54:17.882166,0.2222222222222222,9,2,7,37.60367989611091
P094,PS004,easy,urgency_bias,safe_to_open,report_phishing,False,26.751192922107187,2025-10-02T18:54:17.882174,0.2222222222222222,9,2,7,37.60367989611091
P095,PS009,medium,none,click_link,safe_to_open,False,38.263334057746775,2025-10-02T18:54:17.882291,0.2222222222222222,9,2,7,42.006686892323394
P095,PS003,hard,authority_bias,safe_to_open,report_phishing,False,64.19715173962103,2025-10-02T18:54:17.882300,0.2222222222222222,9,2,7,42.006686892323394
P095,PS001,easy,authority_bias,click_link,report_phishing,False,20.356296463941103,2025-10-02T18:54:17.882307,0.2222222222222222,9,2,7,42.006686892323394
P095,PS006,easy,curiosity_bias,click_link,report_phishing,False,29.588790250099944,2025-10-02T18:54:17.882315,0.2222222222222222,9,2,7,42.006686892323394
P095,PS002,medium,authority_bias,download_attachment,report_phishing,False,57.38527930823449,2025-10-02T18:54:17.882322,0.2222222222222222,9,2,7,42.006686892323394
P095,PS007,medium,curiosity_bias,report_phishing,report_phishing,True,49.34535092454585,2025-10-02T18:54:17.882330,0.2222222222222222,9,2,7,42.006686892323394
P095,PS005,medium,urgency_bias,click_link,report_phishing,False,21.864799318478667,2025-10-02T18:54:17.882337,0.2222222222222222,9,2,7,42.006686892323394
P095,PS004,easy,urgency_bias,report_phishing,report_phishing,True,48.66994203106793,2025-10-02T18:54:17.882344,0.2222222222222222,9,2,7,42.006686892323394
P095,PS008,hard,familiarity_bias,safe_to_open,verify_with_sender,False,48.38923793717477,2025-10-02T18:54:17.882351,0.2222222222222222,9,2,7,42.006686892323394
P096,PS001,easy,authority_bias,open_email,report_phishing,False,48.676297792593154,2025-10-02T18:54:17.882465,0.1111111111111111,9,1,8,40.01518964298227
P096,PS003,hard,authority_bias,download_attachment,report_phishing,False,28.58978056077524,2025-10-02T18:54:17.882472,0.1111111111111111,9,1,8,40.01518964298227
P096,PS004,easy,urgency_bias,download_attachment,report_phishing,False,33.85800519763923,2025-10-02T18:54:17.882478,0.1111111111111111,9,1,8,40.01518964298227
P096,PS007,medium,curiosity_bias,safe_to_open,report_phishing,False,39.592895300226544,2025-10-02T18:54:17.882483,0.1111111111111111,9,1,8,40.01518964298227
P096,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,30.006703023813294,2025-10-02T18:54:17.882489,0.1111111111111111,9,1,8,40.01518964298227
P096,PS002,medium,authority_bias,report_phishing,report_phishing,True,25.416954468780133,2025-10-02T18:54:17.882496,0.1111111111111111,9,1,8,40.01518964298227
P096,PS009,medium,none,open_email,safe_to_open,False,71.92560636066247,2025-10-02T18:54:17.882502,0.1111111111111111,9,1,8,40.01518964298227
P096,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,45.360202240849546,2025-10-02T18:54:17.882508,0.1111111111111111,9,1,8,40.01518964298227
P096,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,36.71026184150082,2025-10-02T18:54:17.882515,0.1111111111111111,9,1,8,40.01518964298227
P097,PS006,easy,curiosity_bias,verify_with_sender,report_phishing,False,40.753598776428326,2025-10-02T18:54:17.882625,0.2222222222222222,9,2,7,43.487725333446754
P097,PS002,medium,authority_bias,delete,report_phishing,False,51.29748249005867,2025-10-02T18:54:17.882634,0.2222222222222222,9,2,7,43.487725333446754
P097,PS009,medium,none,open_email,safe_to_open,False,61.37191939068276,2025-10-02T18:54:17.882640,0.2222222222222222,9,2,7,43.487725333446754
P097,PS001,easy,authority_bias,delete,report_phishing,False,51.14781930634096,2025-10-02T18:54:17.882647,0.2222222222222222,9,2,7,43.487725333446754
P097,PS004,easy,urgency_bias,download_attachment,report_phishing,False,42.72249513558032,2025-10-02T18:54:17.882653,0.2222222222222222,9,2,7,43.487725333446754
P097,PS005,medium,urgency_bias,report_phishing,report_phishing,True,38.812250318666806,2025-10-02T18:54:17.882659,0.2222222222222222,9,2,7,43.487725333446754
P097,PS008,hard,familiarity_bias,delete,verify_with_sender,False,40.60788303690018,2025-10-02T18:54:17.882666,0.2222222222222222,9,2,7,43.487725333446754
P097,PS003,hard,authority_bias,report_phishing,report_phishing,True,49.16647930813309,2025-10-02T18:54:17.882672,0.2222222222222222,9,2,7,43.487725333446754
P097,PS007,medium,curiosity_bias,delete,report_phishing,False,15.50960023822967,2025-10-02T18:54:17.882678,0.2222222222222222,9,2,7,43.487725333446754
P098,PS008,hard,familiarity_bias,safe_to_open,verify_with_sender,False,34.52906095219978,2025-10-02T18:54:17.882801,0.1111111111111111,9,1,8,41.59761642382859
P098,PS006,easy,curiosity_bias,open_email,report_phishing,False,58.199881094645534,2025-10-02T18:54:17.882809,0.1111111111111111,9,1,8,41.59761642382859
P098,PS003,hard,authority_bias,delete,report_phishing,False,46.51130098752477,2025-10-02T18:54:17.882816,0.1111111111111111,9,1,8,41.59761642382859
P098,PS001,easy,authority_bias,verify_with_sender,report_phishing,False,55.42989558053283,2025-10-02T18:54:17.882822,0.1111111111111111,9,1,8,41.59761642382859
P098,PS009,medium,none,verify_with_sender,safe_to_open,False,29.84374043645409,2025-10-02T18:54:17.882829,0.1111111111111111,9,1,8,41.59761642382859
P098,PS005,medium,urgency_bias,download_attachment,report_phishing,False,44.46427652521699,2025-10-02T18:54:17.882836,0.1111111111111111,9,1,8,41.59761642382859
P098,PS010,easy,none,safe_to_open,safe_to_open,True,56.42558363781649,2025-10-02T18:54:17.882842,0.1111111111111111,9,1,8,41.59761642382859
P098,PS002,medium,authority_bias,safe_to_open,report_phishing,False,23.31433166648943,2025-10-02T18:54:17.882849,0.1111111111111111,9,1,8,41.59761642382859
P098,PS007,medium,curiosity_bias,delete,report_phishing,False,25.660476933577407,2025-10-02T18:54:17.882859,0.1111111111111111,9,1,8,41.59761642382859
P099,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,56.83337584592387,2025-10-02T18:54:17.882962,0.1111111111111111,9,1,8,50.93489387015726
P099,PS002,medium,authority_bias,open_email,report_phishing,False,31.357252916222947,2025-10-02T18:54:17.882969,0.1111111111111111,9,1,8,50.93489387015726
P099,PS003,hard,authority_bias,click_link,report_phishing,False,59.079678211529455,2025-10-02T18:54:17.882975,0.1111111111111111,9,1,8,50.93489387015726
P099,PS006,easy,curiosity_bias,click_link,report_phishing,False,65.97430279353732,2025-10-02T18:54:17.882982,0.1111111111111111,9,1,8,50.93489387015726
P099,PS007,medium,curiosity_bias,report_phishing,report_phishing,True,51.42347719432249,2025-10-02T18:54:17.882989,0.1111111111111111,9,1,8,50.93489387015726
P099,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,49.76402196035927,2025-10-02T18:54:17.882996,0.1111111111111111,9,1,8,50.93489387015726
P099,PS010,easy,none,click_link,safe_to_open,False,53.69570145919169,2025-10-02T18:54:17.883002,0.1111111111111111,9,1,8,50.93489387015726
P099,PS004,easy,urgency_bias,open_email,report_phishing,False,48.68286887734154,2025-10-02T18:54:17.883009,0.1111111111111111,9,1,8,50.93489387015726
P099,PS009,medium,none,verify_with_sender,safe_to_open,False,41.60336557298679,2025-10-02T18:54:17.883016,0.1111111111111111,9,1,8,50.93489387015726
P100,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,57.601802898727264,2025-10-02T18:54:17.883118,0.1111111111111111,9,1,8,44.348464205784985
P100,PS007,medium,curiosity_bias,report_phishing,report_phishing,True,35.48991308282274,2025-10-02T18:54:17.883125,0.1111111111111111,9,1,8,44.348464205784985
P100,PS005,medium,urgency_bias,delete,report_phishing,False,58.0139777746714,2025-10-02T18:54:17.883132,0.1111111111111111,9,1,8,44.348464205784985
P100,PS001,easy,authority_bias,verify_with_sender,report_phishing,False,51.12028437786521,2025-10-02T18:54:17.883139,0.1111111111111111,9,1,8,44.348464205784985
P100,PS009,medium,none,report_phishing,safe_to_open,False,44.84900941216171,2025-10-02T18:54:17.883146,0.1111111111111111,9,1,8,44.348464205784985
P100,PS010,easy,none,report_phishing,safe_to_open,False,64.87748711988934,2025-10-02T18:54:17.883152,0.1111111111111111,9,1,8,44.348464205784985
P100,PS003,hard,authority_bias,click_link,report_phishing,False,42.00669546680473,2025-10-02T18:54:17.883159,0.1111111111111111,9,1,8,44.348464205784985
P100,PS002,medium,authority_bias,open_email,report_phishing,False,10.572890981179214,2025-10-02T18:54:17.883165,0.1111111111111111,9,1,8,44.348464205784985
P100,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,34.604116737943244,2025-10-02T18:54:17.883172,0.1111111111111111,9,1,8,44.348464205784985
P101,PS010,easy,none,report_phishing,safe_to_open,False,45.78300624705174,2025-10-02T18:54:17.883273,0.2222222222222222,9,2,7,53.13146490952413
P101,PS002,medium,authority_bias,click_link,report_phishing,False,61.59527526326769,2025-10-02T18:54:17.883281,0.2222222222222222,9,2,7,53.13146490952413
P101,PS006,easy,curiosity_bias,report_phishing,report_phishing,True,61.71700317227116,2025-10-02T18:54:17.883290,0.2222222222222222,9,2,7,53.13146490952413
P101,PS003,hard,authority_bias,report_phishing,report_phishing,True,46.337609075489055,2025-10-02T18:54:17.883297,0.2222222222222222,9,2,7,53.13146490952413
P101,PS005,medium,urgency_bias,click_link,report_phishing,False,49.8575272577377,2025-10-02T18:54:17.883304,0.2222222222222222,9,2,7,53.13146490952413
P101,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,71.65217853383805,2025-10-02T18:54:17.883311,0.2222222222222222,9,2,7,53.13146490952413
P101,PS007,medium,curiosity_bias,delete,report_phishing,False,58.49025039594269,2025-10-02T18:54:17.883318,0.2222222222222222,9,2,7,53.13146490952413
P101,PS009,medium,none,download_attachment,safe_to_open,False,48.78458271286579,2025-10-02T18:54:17.883325,0.2222222222222222,9,2,7,53.13146490952413
P101,PS001,easy,authority_bias,delete,report_phishing,False,33.96575152725332,2025-10-02T18:54:17.883331,0.2222222222222222,9,2,7,53.13146490952413
P102,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,54.808177093893974,2025-10-02T18:54:17.883434,0.2222222222222222,9,2,7,42.732364478938
P102,PS009,medium,none,verify_with_sender,safe_to_open,False,56.01103811778046,2025-10-02T18:54:17.883442,0.2222222222222222,9,2,7,42.732364478938
P102,PS002,medium,authority_bias,click_link,report_phishing,False,22.656535610812607,2025-10-02T18:54:17.883448,0.2222222222222222,9,2,7,42.732364478938
P102,PS003,hard,authority_bias,report_phishing,report_phishing,True,51.536762556682184,2025-10-02T18:54:17.883455,0.2222222222222222,9,2,7,42.732364478938
P102,PS007,medium,curiosity_bias,verify_with_sender,report_phishing,False,48.08080691122453,2025-10-02T18:54:17.883461,0.2222222222222222,9,2,7,42.732364478938
P102,PS001,easy,authority_bias,report_phishing,report_phishing,True,49.296409833418075,2025-10-02T18:54:17.883468,0.2222222222222222,9,2,7,42.732364478938
P102,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,21.308528747964047,2025-10-02T18:54:17.883474,0.2222222222222222,9,2,7,42.732364478938
P102,PS010,easy,none,download_attachment,safe_to_open,False,45.92581663008685,2025-10-02T18:54:17.883480,0.2222222222222222,9,2,7,42.732364478938
P102,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,34.96720480857931,2025-10-02T18:54:17.883491,0.2222222222222222,9,2,7,42.732364478938
P103,PS009,medium,none,delete,safe_to_open,False,48.135218825004394,2025-10-02T18:54:17.883598,0.0,9,0,9,41.21760634772328
P103,PS007,medium,curiosity_bias,verify_with_sender,report_phishing,False,48.915464971337215,2025-10-02T18:54:17.883606,0.0,9,0,9,41.21760634772328
P103,PS002,medium,authority_bias,safe_to_open,report_phishing,False,11.265459928525466,2025-10-02T18:54:17.883613,0.0,9,0,9,41.21760634772328
P103,PS004,easy,urgency_bias,safe_to_open,report_phishing,False,45.429205721650966,2025-10-02T18:54:17.883620,0.0,9,0,9,41.21760634772328
P103,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,72.49718507378023,2025-10-02T18:54:17.883625,0.0,9,0,9,41.21760634772328
P103,PS005,medium,urgency_bias,safe_to_open,report_phishing,False,30.427889722716134,2025-10-02T18:54:17.883631,0.0,9,0,9,41.21760634772328
P103,PS001,easy,authority_bias,safe_to_open,report_phishing,False,52.157893744425586,2025-10-02T18:54:17.883637,0.0,9,0,9,41.21760634772328
P103,PS003,hard,authority_bias,delete,report_phishing,False,26.53068275496049,2025-10-02T18:54:17.883644,0.0,9,0,9,41.21760634772328
P103,PS006,easy,curiosity_bias,verify_with_sender,report_phishing,False,35.59945638710902,2025-10-02T18:54:17.883650,0.0,9,0,9,41.21760634772328
P104,PS005,medium,urgency_bias,download_attachment,report_phishing,False,44.40562066177533,2025-10-02T18:54:17.883769,0.0,9,0,9,48.48459412817485
P104,PS009,medium,none,click_link,safe_to_open,False,57.93435542245926,2025-10-02T18:54:17.883777,0.0,9,0,9,48.48459412817485
P104,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,44.226207899486376,2025-10-02T18:54:17.883784,0.0,9,0,9,48.48459412817485
P104,PS006,easy,curiosity_bias,safe_to_open,report_phishing,False,48.05059841521208,2025-10-02T18:54:17.883791,0.0,9,0,9,48.48459412817485
P104,PS002,medium,authority_bias,click_link,report_phishing,False,38.70987708985158,2025-10-02T18:54:17.883798,0.0,9,0,9,48.48459412817485
P104,PS004,easy,urgency_bias,delete,report_phishing,False,34.92314444561089,2025-10-02T18:54:17.883805,0.0,9,0,9,48.48459412817485
P104,PS003,hard,authority_bias,open_email,report_phishing,False,57.879917803887736,2025-10-02T18:54:17.883812,0.0,9,0,9,48.48459412817485
P104,PS007,medium,curiosity_bias,click_link,report_phishing,False,41.15194068284805,2025-10-02T18:54:17.883818,0.0,9,0,9,48.48459412817485
P104,PS010,easy,none,click_link,safe_to_open,False,69.07968473244235,2025-10-02T18:54:17.883825,0.0,9,0,9,48.48459412817485
P105,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,18.40544582413534,2025-10-02T18:54:17.883935,0.1111111111111111,9,1,8,43.89896604616279
P105,PS002,medium,authority_bias,report_phishing,report_phishing,True,32.92751159406878,2025-10-02T18:54:17.883944,0.1111111111111111,9,1,8,43.89896604616279
P105,PS010,easy,none,verify_with_sender,safe_to_open,False,48.340363227972574,2025-10-02T18:54:17.883951,0.1111111111111111,9,1,8,43.89896604616279
P105,PS007,medium,curiosity_bias,download_attachment,report_phishing,False,53.21990748271424,2025-10-02T18:54:17.883958,0.1111111111111111,9,1,8,43.89896604616279
P105,PS009,medium,none,delete,safe_to_open,False,53.86404837039473,2025-10-02T18:54:17.883966,0.1111111111111111,9,1,8,43.89896604616279
P105,PS003,hard,authority_bias,click_link,report_phishing,False,51.297747148427526,2025-10-02T18:54:17.883975,0.1111111111111111,9,1,8,43.89896604616279
P105,PS004,easy,urgency_bias,delete,report_phishing,False,41.19680560678616,2025-10-02T18:54:17.883982,0.1111111111111111,9,1,8,43.89896604616279
P105,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,39.802927542879715,2025-10-02T18:54:17.883989,0.1111111111111111,9,1,8,43.89896604616279
P105,PS005,medium,urgency_bias,click_link,report_phishing,False,56.03593761808604,2025-10-02T18:54:17.883996,0.1111111111111111,9,1,8,43.89896604616279
P106,PS003,hard,authority_bias,open_email,report_phishing,False,52.20858140053367,2025-10-02T18:54:17.884122,0.2222222222222222,9,2,7,36.843649176925744
P106,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,60.742268023498625,2025-10-02T18:54:17.884131,0.2222222222222222,9,2,7,36.843649176925744
P106,PS010,easy,none,verify_with_sender,safe_to_open,False,16.1916542383386,2025-10-02T18:54:17.884139,0.2222222222222222,9,2,7,36.843649176925744
P106,PS005,medium,urgency_bias,delete,report_phishing,False,34.917603937697024,2025-10-02T18:54:17.884147,0.2222222222222222,9,2,7,36.843649176925744
P106,PS009,medium,none,safe_to_open,safe_to_open,True,39.02264582093048,2025-10-02T18:54:17.884155,0.2222222222222222,9,2,7,36.843649176925744
P106,PS002,medium,authority_bias,report_phishing,report_phishing,True,48.95290534305006,2025-10-02T18:54:17.884163,0.2222222222222222,9,2,7,36.843649176925744
P106,PS004,easy,urgency_bias,safe_to_open,report_phishing,False,10.128529913344622,2025-10-02T18:54:17.884169,0.2222222222222222,9,2,7,36.843649176925744
